No,transactionDate,houseAge,distanceToNearestMRTstation,latitude,longitude,housePriceOfUnitArea,houseAgeStandardized
23,2012.917,0.3356164383561644,1360.139,24.95204,121.54842,24.6,0.3356164383561644
24,2013.083,0.2305936073059361,279.1726,24.97528,121.54541,47.9,0.2305936073059361
25,2013.0,0.904109589041096,480.6977,24.97353,121.53885,38.8,0.904109589041096
26,2013.083,0.6689497716894978,1487.868,24.97542,121.51726,27.0,0.6689497716894978
27,2012.667,0.07077625570776257,383.8624,24.98085,121.54391,56.2,0.07077625570776257
28,2013.25,0.23744292237442924,276.449,24.95593,121.53913,38.07664233576642,0.23744292237442924
29,2013.5,0.4383561643835617,557.478,24.97419,121.53797,47.0,0.4383561643835617
30,2013.083,0.16210045662100456,451.2438,24.97563,121.54694,57.1,0.16210045662100456
31,2013.5,0.591324200913242,4519.69,24.94826,121.49587,22.1,0.591324200913242
32,2012.75,0.6757990867579909,769.4034,24.98281,121.53408,25.0,0.6757990867579909
33,2012.75,0.865296803652968,488.5727,24.97349,121.53451,34.2,0.865296803652968
34,2013.25,0.3767123287671233,323.655,24.97841,121.54281,49.3,0.3767123287671233
35,2012.75,0.35159817351598177,205.367,24.98419,121.54243,55.1,0.35159817351598177
36,2013.5,0.317351598173516,4079.418,25.01459,121.51816,27.3,0.317351598173516
37,2012.917,0.3356164383561644,1935.009,24.96386,121.51458,22.9,0.3356164383561644
38,2013.167,0.27397260273972607,1360.139,24.95204,121.54842,38.07664233576642,0.27397260273972607
39,2012.667,0.07077625570776257,577.9615,24.97201,121.54722,47.7,0.07077625570776257
40,2013.167,0.36986301369863017,289.3248,24.98203,121.54348,46.2,0.36986301369863017
41,2013.0,0.31050228310502287,4082.015,24.94155,121.50381,15.9,0.31050228310502287
42,2013.5,0.3835616438356165,4066.587,24.94297,121.50342,18.2,0.3835616438356165
43,2013.417,0.8242009132420092,519.4617,24.96305,121.53758,34.7,0.8242009132420092
44,2012.75,0.7853881278538813,512.7871,24.98748,121.54301,34.1,0.7853881278538813
45,2013.583,0.06164383561643837,533.4762,24.97445,121.54765,53.9,0.06164383561643837
46,2013.083,0.8356164383561645,488.8193,24.97015,121.54494,38.3,0.8356164383561645
47,2013.417,0.4954337899543379,463.9623,24.9703,121.54458,42.0,0.4954337899543379
48,2013.583,0.819634703196347,640.7391,24.97563,121.53715,61.5,0.819634703196347
49,2013.417,0.5525114155251142,4605.749,24.94684,121.49578,13.4,0.5525114155251142
50,2012.667,0.6712328767123288,4510.359,24.94925,121.49542,13.2,0.6712328767123288
51,2013.417,0.4954337899543379,512.5487,24.974,121.53842,44.2,0.4954337899543379
52,2013.083,0.7146118721461188,1758.406,24.95402,121.55282,20.7,0.7146118721461188
53,2013.583,0.7328767123287672,1438.579,24.97419,121.5175,27.0,0.7328767123287672
54,2013.083,0.3036529680365297,492.2313,24.96515,121.53737,38.9,0.3036529680365297
55,2013.083,0.36757990867579915,289.3248,24.98203,121.54348,51.7,0.36757990867579915
56,2012.833,0.723744292237443,1160.632,24.94968,121.53009,13.7,0.723744292237443
57,2013.417,0.767123287671233,371.2495,24.97254,121.54059,41.9,0.767123287671233
58,2012.917,0.07990867579908677,56.47425,24.95744,121.53711,53.5,0.07990867579908677
59,2013.5,0.6917808219178083,4510.359,24.94925,121.49542,22.6,0.6917808219178083
60,2013.083,0.3036529680365297,336.0532,24.95776,121.53438,42.4,0.3036529680365297
61,2013.417,0.25114155251141557,1931.207,24.96365,121.51471,21.3,0.25114155251141557
62,2013.5,0.12100456621004567,259.6607,24.97585,121.54516,63.2,0.12100456621004567
63,2012.917,0.3926940639269407,2175.877,24.96303,121.51254,27.7,0.3926940639269407
64,2013.583,0.05936073059360731,533.4762,24.97445,121.54765,55.0,0.05936073059360731
65,2013.333,0.3995433789954338,995.7554,24.96305,121.54915,25.3,0.3995433789954338
66,2013.417,0.9155251141552513,123.7429,24.97635,121.54329,44.3,0.9155251141552513
67,2013.0,0.022831050228310504,193.5845,24.96571,121.54089,50.7,0.022831050228310504
68,2013.5,0.1940639269406393,104.8101,24.96674,121.54067,56.8,0.1940639269406393
69,2013.417,0.6940639269406392,464.223,24.97964,121.53805,36.2,0.6940639269406392
70,2012.833,0.2853881278538813,561.9845,24.98746,121.54391,42.0,0.2853881278538813
71,2013.583,0.1506849315068493,90.45606,24.97433,121.5431,59.0,0.1506849315068493
72,2013.083,0.8105022831050229,640.7391,24.97563,121.53715,40.8,0.8105022831050229
73,2013.583,0.7420091324200914,424.5442,24.97587,121.53913,36.3,0.7420091324200914
74,2013.167,0.31506849315068497,4082.015,24.94155,121.50381,20.0,0.31506849315068497
75,2012.917,0.15525114155251143,379.5575,24.98343,121.53762,54.4,0.15525114155251143
76,2013.5,0.2808219178082192,1360.139,24.95204,121.54842,29.5,0.2808219178082192
77,2013.583,0.819634703196347,616.4004,24.97723,121.53767,36.8,0.819634703196347
78,2012.833,0.46803652968036535,2185.128,24.96322,121.51237,25.6,0.46803652968036535
79,2012.917,0.8721461187214613,552.4371,24.97598,121.53381,29.8,0.8721461187214613
80,2013.0,0.4109589041095891,1414.837,24.95182,121.54887,26.5,0.4109589041095891
81,2013.5,0.26940639269406397,533.4762,24.97445,121.54765,40.3,0.26940639269406397
82,2013.0,0.7031963470319635,377.7956,24.96427,121.53964,36.8,0.7031963470319635
83,2013.083,0.3013698630136986,150.9347,24.96725,121.54252,48.1,0.3013698630136986
84,2012.917,0.5776255707762558,2707.392,24.96056,121.50831,17.7,0.5776255707762558
85,2013.083,0.3447488584474886,383.2805,24.96735,121.54464,43.7,0.3447488584474886
86,2012.75,0.0,338.9679,24.96853,121.54413,50.8,0.0
87,2012.833,0.04109589041095891,1455.798,24.9512,121.549,27.0,0.04109589041095891
88,2013.583,0.3858447488584475,4066.587,24.94297,121.50342,18.3,0.3858447488584475
89,2012.917,0.2031963470319635,1406.43,24.98573,121.52758,48.0,0.2031963470319635
90,2013.5,0.5251141552511416,3947.945,24.94783,121.50243,25.3,0.5251141552511416
91,2012.833,0.0,274.0144,24.9748,121.53059,45.4,0.0
92,2013.25,0.2077625570776256,1402.016,24.98569,121.5276,43.2,0.2077625570776256
93,2012.917,0.47031963470319643,2469.645,24.96108,121.51046,21.8,0.47031963470319643
94,2012.917,0.728310502283105,1146.329,24.9492,121.53076,16.1,0.728310502283105
95,2012.917,0.9337899543378996,167.5989,24.9663,121.54026,41.0,0.9337899543378996
96,2012.917,0.18264840182648404,104.8101,24.96674,121.54067,51.8,0.18264840182648404
97,2013.417,0.14611872146118723,90.45606,24.97433,121.5431,59.5,0.14611872146118723
98,2013.083,0.6484018264840182,617.4424,24.97746,121.53299,34.6,0.6484018264840182
99,2013.417,0.3744292237442922,289.3248,24.98203,121.54348,51.0,0.3744292237442922
100,2013.417,0.14611872146118723,90.45606,24.97433,121.5431,62.2,0.14611872146118723
101,2013.5,0.3995433789954338,964.7496,24.98872,121.53411,38.2,0.3995433789954338
102,2012.833,0.2899543378995434,170.1289,24.97371,121.52984,32.9,0.2899543378995434
103,2013.083,0.025114155251141555,193.5845,24.96571,121.54089,54.4,0.025114155251141555
104,2012.75,0.0,208.3905,24.95618,121.53844,45.7,0.0
105,2012.667,0.7465753424657535,392.4459,24.96398,121.5425,30.5,0.7465753424657535
106,2012.833,0.0,292.9978,24.97744,121.54458,71.0,0.0
107,2013.083,0.3926940639269407,189.5181,24.97707,121.54308,47.1,0.3926940639269407
108,2013.333,0.2785388127853881,1360.139,24.95204,121.54842,26.6,0.2785388127853881
109,2013.417,0.7168949771689498,592.5006,24.9726,121.53561,34.1,0.7168949771689498
110,2013.583,0.09132420091324202,2147.376,24.96299,121.51284,28.4,0.09132420091324202
111,2013.083,0.18493150684931509,104.8101,24.96674,121.54067,51.6,0.18493150684931509
112,2013.583,0.7602739726027397,196.6172,24.97701,121.54224,39.4,0.7602739726027397
113,2013.417,0.226027397260274,2102.427,24.96044,121.51462,23.1,0.226027397260274
114,2013.333,0.33789954337899547,393.2606,24.96172,121.53812,7.6,0.33789954337899547
115,2012.667,0.6986301369863015,143.8383,24.98155,121.54142,53.3,0.6986301369863015
116,2013.083,0.47031963470319643,737.9161,24.98092,121.54739,46.4,0.47031963470319643
117,2013.0,0.7054794520547946,6396.283,24.94375,121.47883,12.2,0.7054794520547946
118,2013.0,0.31050228310502287,4197.349,24.93885,121.50383,13.0,0.31050228310502287
119,2013.5,0.5776255707762558,1583.722,24.96622,121.51709,30.6,0.5776255707762558
120,2013.5,0.3789954337899544,289.3248,24.98203,121.54348,59.6,0.3789954337899544
121,2013.167,0.3036529680365297,492.2313,24.96515,121.53737,31.3,0.3036529680365297
122,2013.5,0.31050228310502287,492.2313,24.96515,121.53737,48.0,0.31050228310502287
123,2013.25,0.7191780821917809,414.9476,24.98199,121.54464,32.5,0.7191780821917809
124,2013.417,0.0,185.4296,24.9711,121.5317,45.5,0.0
125,2012.917,0.226027397260274,279.1726,24.97528,121.54541,57.4,0.226027397260274
126,2013.167,0.025114155251141555,193.5845,24.96571,121.54089,48.6,0.025114155251141555
127,2013.083,0.8812785388127855,804.6897,24.97838,121.53477,62.9,0.8812785388127855
128,2013.25,0.0867579908675799,383.8624,24.98085,121.54391,55.0,0.0867579908675799
129,2013.083,0.9429223744292238,124.9912,24.96674,121.54039,60.7,0.9429223744292238
130,2013.417,0.8789954337899544,216.8329,24.98086,121.54162,41.0,0.8789954337899544
131,2013.25,0.6757990867579909,535.527,24.98092,121.53653,37.5,0.6757990867579909
132,2013.5,0.09132420091324202,2147.376,24.96299,121.51284,30.7,0.09132420091324202
133,2013.417,0.0,185.4296,24.9711,121.5317,45.5,0.0
134,2012.833,0.4109589041095891,373.3937,24.9866,121.54082,39.5,0.4109589041095891
135,2012.667,0.7625570776255708,186.9686,24.96604,121.54211,42.2,0.7625570776255708
136,2012.917,0.4315068493150685,1009.235,24.96357,121.54951,20.8,0.4315068493150685
137,2012.75,0.26027397260273977,390.5684,24.97937,121.54245,46.8,0.26027397260273977
138,2013.5,0.31050228310502287,319.0708,24.96495,121.54277,47.4,0.31050228310502287
139,2013.167,0.22831050228310504,942.4664,24.97843,121.52406,43.5,0.22831050228310504
140,2012.667,0.2945205479452055,492.2313,24.96515,121.53737,42.5,0.2945205479452055
141,2013.25,0.36986301369863017,289.3248,24.98203,121.54348,51.4,0.36986301369863017
142,2013.333,0.11643835616438356,1559.827,24.97213,121.51627,28.9,0.11643835616438356
143,2013.417,0.452054794520548,640.6071,24.97017,121.54647,37.5,0.452054794520548
144,2013.5,0.31050228310502287,492.2313,24.96515,121.53737,40.1,0.31050228310502287
145,2013.083,0.271689497716895,1360.139,24.95204,121.54842,28.4,0.271689497716895
146,2012.917,0.04794520547945206,451.2438,24.97563,121.54694,45.5,0.04794520547945206
147,2012.75,0.0,185.4296,24.9711,121.5317,52.2,0.0
148,2012.75,0.07305936073059362,489.8821,24.97017,121.54494,43.2,0.07305936073059362
149,2013.5,0.3744292237442922,3780.59,24.93293,121.51203,45.1,0.3744292237442922
150,2012.667,0.7968036529680366,179.4538,24.97349,121.54245,39.7,0.7968036529680366
151,2013.25,0.817351598173516,170.7311,24.96719,121.54269,48.5,0.817351598173516
152,2013.5,0.11187214611872148,387.7721,24.98118,121.53788,44.7,0.11187214611872148
153,2013.333,0.27397260273972607,1360.139,24.95204,121.54842,28.9,0.27397260273972607
154,2013.25,0.14840182648401828,376.1709,24.95418,121.53713,40.9,0.14840182648401828
155,2013.5,0.3858447488584475,4066.587,24.94297,121.50342,20.7,0.3858447488584475
156,2013.167,0.31506849315068497,4082.015,24.94155,121.50381,15.6,0.31506849315068497
157,2013.583,0.7009132420091324,1264.73,24.94883,121.52954,18.3,0.7009132420091324
158,2013.25,0.36757990867579915,815.9314,24.97886,121.53464,35.6,0.36757990867579915
159,2013.0,0.2648401826484018,390.5684,24.97937,121.54245,39.4,0.2648401826484018
160,2012.667,0.3538812785388128,815.9314,24.97886,121.53464,37.4,0.3538812785388128
161,2012.917,0.07990867579908677,49.66105,24.95836,121.53756,57.8,0.07990867579908677
162,2013.417,0.4383561643835617,616.4004,24.97723,121.53767,39.6,0.4383561643835617
163,2012.75,0.36529680365296807,4066.587,24.94297,121.50342,11.6,0.36529680365296807
164,2013.5,0.1940639269406393,104.8101,24.96674,121.54067,55.5,0.1940639269406393
165,2012.833,0.0,185.4296,24.9711,121.5317,55.2,0.0
166,2012.917,0.3127853881278539,1236.564,24.97694,121.55391,30.6,0.3127853881278539
167,2013.417,0.0,292.9978,24.97744,121.54458,73.6,0.0
168,2013.417,0.6438356164383562,330.0854,24.97408,121.54011,43.4,0.6438356164383562
169,2013.083,0.6301369863013699,515.1122,24.96299,121.5432,37.4,0.6301369863013699
170,2013.417,0.19178082191780824,1962.628,24.95468,121.55481,23.5,0.19178082191780824
171,2013.333,0.5479452054794521,4527.687,24.94741,121.49628,14.4,0.5479452054794521
172,2013.083,0.08219178082191782,383.8624,24.98085,121.54391,58.8,0.08219178082191782
173,2013.583,0.1506849315068493,90.45606,24.97433,121.5431,58.1,0.1506849315068493
174,2013.083,0.9429223744292238,401.8807,24.98326,121.5446,35.1,0.9429223744292238
175,2013.417,0.09817351598173517,432.0385,24.9805,121.53778,45.2,0.09817351598173517
176,2013.083,0.6894977168949772,472.1745,24.97005,121.53758,36.5,0.6894977168949772
177,2012.833,0.317351598173516,4573.779,24.94867,121.49507,19.2,0.317351598173516
178,2013.083,0.7534246575342466,181.0766,24.97697,121.54262,42.0,0.7534246575342466
179,2013.5,0.2990867579908676,1144.436,24.99176,121.53456,36.7,0.2990867579908676
180,2013.083,0.31963470319634707,438.8513,24.97493,121.5273,42.6,0.31963470319634707
181,2012.667,0.6141552511415526,4449.27,24.94898,121.49621,15.5,0.6141552511415526
182,2013.167,0.2648401826484018,201.8939,24.98489,121.54121,55.9,0.2648401826484018
183,2013.5,0.3082191780821918,2147.376,24.96299,121.51284,23.6,0.3082191780821918
184,2013.5,0.3881278538812786,4082.015,24.94155,121.50381,18.8,0.3881278538812786
185,2012.75,0.3219178082191781,2615.465,24.95495,121.56174,21.8,0.3219178082191781
186,2012.75,0.7168949771689498,1447.286,24.97285,121.5173,21.5,0.7168949771689498
187,2013.167,0.4771689497716895,2185.128,24.96322,121.51237,25.7,0.4771689497716895
188,2013.0,0.2031963470319635,3078.176,24.95464,121.56627,22.0,0.2031963470319635
189,2013.083,0.08219178082191782,383.8624,24.98085,121.54391,58.8,0.08219178082191782
190,2012.917,0.37214611872146125,4066.587,24.94297,121.50342,20.5,0.37214611872146125
191,2013.5,0.8059360730593608,616.5735,24.97945,121.53642,42.3,0.8059360730593608
192,2013.167,0.3013698630136986,750.0704,24.97371,121.54951,37.8,0.3013698630136986
193,2013.167,1.0,57.58945,24.9675,121.54069,42.7,1.0
194,2013.417,0.22146118721461186,421.479,24.98246,121.54477,49.3,0.22146118721461186
195,2013.5,0.3470319634703196,3771.895,24.93363,121.51158,29.3,0.3470319634703196
196,2013.333,0.3470319634703196,461.1016,24.95425,121.5399,34.6,0.3470319634703196
197,2013.0,0.5205479452054795,707.9067,24.981,121.54713,36.6,0.5205479452054795
198,2013.25,0.7853881278538813,126.7286,24.96881,121.54089,48.2,0.7853881278538813
199,2013.083,0.7762557077625571,157.6052,24.96628,121.54196,39.1,0.7762557077625571
200,2013.417,0.4155251141552512,451.6419,24.96945,121.5449,31.6,0.4155251141552512
201,2013.417,0.3972602739726027,995.7554,24.96305,121.54915,25.5,0.3972602739726027
202,2013.417,0.2990867579908676,561.9845,24.98746,121.54391,45.9,0.2990867579908676
203,2012.917,0.8744292237442922,642.6985,24.97559,121.53713,31.5,0.8744292237442922
204,2012.667,0.35616438356164387,289.3248,24.98203,121.54348,46.1,0.35616438356164387
205,2013.0,0.4109589041095891,1414.837,24.95182,121.54887,26.6,0.4109589041095891
206,2013.083,0.29223744292237447,1449.722,24.97289,121.51728,21.4,0.29223744292237447
207,2013.25,0.5068493150684932,379.5575,24.98343,121.53762,44.0,0.5068493150684932
208,2013.083,0.8789954337899544,665.0636,24.97503,121.53692,34.2,0.8789954337899544
209,2012.75,0.2625570776255708,1360.139,24.95204,121.54842,26.2,0.2625570776255708
210,2012.833,0.7945205479452054,175.6294,24.97347,121.54271,40.9,0.7945205479452054
211,2013.5,0.11872146118721462,390.5684,24.97937,121.54245,52.2,0.11872146118721462
212,2013.083,0.0,274.0144,24.9748,121.53059,43.5,0.0
213,2013.333,0.4018264840182649,1805.665,24.98672,121.52091,31.1,0.4018264840182649
214,2013.083,0.14155251141552513,90.45606,24.97433,121.5431,58.0,0.14155251141552513
215,2013.583,0.41324200913242015,1783.18,24.96731,121.51486,20.9,0.41324200913242015
216,2013.333,0.4383561643835617,383.7129,24.972,121.54477,48.1,0.4383561643835617
217,2013.25,0.863013698630137,590.9292,24.97153,121.53559,39.7,0.863013698630137
218,2012.917,0.6392694063926941,372.6242,24.97838,121.54119,40.8,0.6392694063926941
219,2013.417,0.31050228310502287,492.2313,24.96515,121.53737,43.8,0.31050228310502287
220,2012.75,0.6689497716894978,529.7771,24.98102,121.53655,40.2,0.6689497716894978
221,2013.333,0.8493150684931509,186.5101,24.97703,121.54265,78.3,0.8493150684931509
222,2013.333,0.20547945205479454,1402.016,24.98569,121.5276,38.5,0.20547945205479454
223,2013.583,0.6986301369863015,431.1114,24.98123,121.53743,48.5,0.6986301369863015
224,2013.25,0.2077625570776256,1402.016,24.98569,121.5276,42.3,0.2077625570776256
225,2013.333,0.7876712328767124,324.9419,24.97814,121.5417,46.0,0.7876712328767124
226,2013.25,0.025114155251141555,193.5845,24.96571,121.54089,49.0,0.025114155251141555
227,2013.0,0.3767123287671233,4082.015,24.94155,121.50381,12.8,0.3767123287671233
228,2012.917,0.7397260273972603,265.0609,24.98059,121.53986,40.2,0.7397260273972603
229,2013.417,0.271689497716895,3171.329,25.00115,121.51776,46.6,0.271689497716895
230,2013.583,0.7077625570776256,1156.412,24.9489,121.53095,19.0,0.7077625570776256
231,2013.5,0.09132420091324202,2147.376,24.96299,121.51284,33.4,0.09132420091324202
232,2012.833,0.36986301369863017,4074.736,24.94235,121.50357,14.7,0.36986301369863017
233,2012.917,0.6187214611872147,4412.765,24.95032,121.49587,17.4,0.6187214611872147
234,2013.333,0.9063926940639271,333.3679,24.98016,121.53932,32.4,0.9063926940639271
235,2013.25,0.18264840182648404,2216.612,24.96007,121.51361,23.9,0.18264840182648404
236,2012.75,0.2945205479452055,250.631,24.96606,121.54297,39.3,0.2945205479452055
237,2013.167,0.08219178082191782,373.8389,24.98322,121.53765,61.9,0.08219178082191782
238,2013.167,0.29680365296803657,732.8528,24.97668,121.52518,39.0,0.29680365296803657
239,2013.083,0.29223744292237447,732.8528,24.97668,121.52518,40.6,0.29223744292237447
240,2013.5,0.41324200913242015,837.7233,24.96334,121.54767,29.7,0.41324200913242015
241,2013.083,0.25114155251141557,1712.632,24.96412,121.5167,28.8,0.25114155251141557
242,2013.5,0.3127853881278539,250.631,24.96606,121.54297,41.4,0.3127853881278539
243,2012.833,0.04566210045662101,2077.39,24.96357,121.51329,33.4,0.04566210045662101
244,2013.417,0.7488584474885844,204.1705,24.98236,121.53923,48.2,0.7488584474885844
245,2013.083,0.10958904109589042,1559.827,24.97213,121.51627,21.7,0.10958904109589042
246,2013.417,0.17123287671232879,639.6198,24.97258,121.54814,40.8,0.17123287671232879
247,2013.417,0.3744292237442922,389.8219,24.96412,121.54273,40.6,0.3744292237442922
248,2013.333,0.4954337899543379,1055.067,24.96211,121.54928,23.1,0.4954337899543379
249,2013.0,0.4337899543378996,1009.235,24.96357,121.54951,22.3,0.4337899543378996
250,2012.833,0.4109589041095891,6306.153,24.95743,121.47516,15.0,0.4109589041095891
251,2013.167,0.8949771689497719,424.7132,24.97429,121.53917,30.0,0.8949771689497719
252,2012.917,0.723744292237443,1159.454,24.9496,121.53018,13.8,0.723744292237443
253,2012.833,0.13470319634703198,90.45606,24.97433,121.5431,52.7,0.13470319634703198
254,2012.667,0.6940639269406392,1735.595,24.96464,121.51623,25.9,0.6940639269406392
255,2012.667,0.025114155251141555,329.9747,24.98254,121.54395,51.8,0.025114155251141555
256,2013.417,0.7191780821917809,5512.038,24.95095,121.48458,17.4,0.7191780821917809
257,2012.667,0.33333333333333337,339.2289,24.97519,121.53151,26.5,0.33333333333333337
258,2013.25,0.39497716894977175,444.1334,24.97501,121.5273,43.9,0.39497716894977175
259,2013.417,0.0,292.9978,24.97744,121.54458,63.3,0.0
260,2013.083,0.4041095890410959,837.7233,24.96334,121.54767,28.8,0.4041095890410959
261,2013.25,0.3881278538812786,1485.097,24.97073,121.517,30.7,0.3881278538812786
262,2013.167,0.36986301369863017,2288.011,24.95885,121.51359,24.4,0.36986301369863017
263,2012.917,0.363013698630137,289.3248,24.98203,121.54348,53.0,0.363013698630137
264,2013.417,0.08904109589041097,2147.376,24.96299,121.51284,31.7,0.08904109589041097
265,2013.167,0.7442922374429225,493.657,24.96968,121.54522,40.6,0.7442922374429225
266,2012.833,0.3584474885844749,815.9314,24.97886,121.53464,38.1,0.3584474885844749
267,2013.25,0.406392694063927,1783.18,24.96731,121.51486,23.7,0.406392694063927
268,2012.833,0.7922374429223745,482.7581,24.97433,121.53863,41.1,0.7922374429223745
269,2013.417,0.3926940639269407,390.5684,24.97937,121.54245,40.1,0.3926940639269407
270,2013.0,0.4018264840182649,837.7233,24.96334,121.54767,23.0,0.4018264840182649
271,2013.333,0.24657534246575347,252.5822,24.9746,121.53046,117.5,0.24657534246575347
272,2012.917,0.4041095890410959,451.6419,24.96945,121.5449,26.5,0.4041095890410959
273,2012.75,0.29680365296803657,492.2313,24.96515,121.53737,40.5,0.29680365296803657
274,2013.417,0.3013698630136986,170.1289,24.97371,121.52984,29.3,0.3013698630136986
275,2013.167,0.6278538812785388,394.0173,24.97305,121.53994,41.0,0.6278538812785388
276,2012.667,0.03424657534246576,23.38284,24.96772,121.54102,49.7,0.03424657534246576
277,2013.0,0.43607305936073065,461.1016,24.95425,121.5399,34.0,0.43607305936073065
278,2013.417,0.4840182648401827,2185.128,24.96322,121.51237,27.7,0.4840182648401827
279,2012.75,0.0,208.3905,24.95618,121.53844,44.0,0.0
280,2013.417,0.05936073059360731,1554.25,24.97026,121.51642,31.1,0.05936073059360731
281,2013.25,0.05251141552511415,184.3302,24.96581,121.54086,45.4,0.05251141552511415
282,2013.333,0.10730593607305937,387.7721,24.98118,121.53788,44.8,0.10730593607305937
283,2012.917,0.04566210045662101,1455.798,24.9512,121.549,25.6,0.04566210045662101
284,2013.417,0.7648401826484019,1978.671,24.98674,121.51844,23.5,0.7648401826484019
285,2012.917,0.34246575342465757,383.2805,24.96735,121.54464,34.4,0.34246575342465757
286,2013.167,0.6872146118721462,718.2937,24.97509,121.53644,55.3,0.6872146118721462
287,2012.917,0.13470319634703198,90.45606,24.97433,121.5431,56.3,0.13470319634703198
288,2013.0,0.4383561643835617,461.1016,24.95425,121.5399,32.9,0.4383561643835617
289,2013.583,0.3789954337899544,323.6912,24.97841,121.5428,51.0,0.3789954337899544
290,2013.333,0.317351598173516,289.3248,24.98203,121.54348,44.5,0.317351598173516
291,2013.083,0.8607305936073061,490.3446,24.97217,121.53471,37.0,0.8607305936073061
292,2012.833,0.07762557077625572,56.47425,24.95744,121.53711,54.4,0.07762557077625572
293,2013.083,0.3995433789954338,395.6747,24.95674,121.534,24.5,0.3995433789954338
294,2012.667,0.2876712328767123,383.2805,24.96735,121.54464,42.5,0.2876712328767123
295,2013.5,0.6027397260273972,335.5273,24.9796,121.5414,38.1,0.6027397260273972
296,2013.167,0.4155251141552512,2179.59,24.96299,121.51252,21.8,0.4155251141552512
297,2012.75,0.2853881278538813,1144.436,24.99176,121.53456,34.1,0.2853881278538813
298,2012.833,0.7968036529680366,567.0349,24.97003,121.5458,28.5,0.7968036529680366
299,2013.333,0.3812785388127854,4082.015,24.94155,121.50381,16.7,0.3812785388127854
300,2013.167,0.7579908675799087,121.7262,24.98178,121.54059,46.1,0.7579908675799087
301,2013.083,0.05707762557077626,156.2442,24.96696,121.53992,36.9,0.05707762557077626
302,2012.75,0.8675799086757991,461.7848,24.97229,121.53445,35.7,0.8675799086757991
303,2013.5,0.3767123287671233,2288.011,24.95885,121.51359,23.2,0.3767123287671233
304,2013.5,0.8744292237442922,439.7105,24.97161,121.53423,38.4,0.8744292237442922
305,2013.417,0.4566210045662101,1626.083,24.96622,121.51668,29.4,0.4566210045662101
306,2013.083,0.36986301369863017,289.3248,24.98203,121.54348,55.0,0.36986301369863017
307,2013.5,0.32876712328767127,169.9803,24.97369,121.52979,50.2,0.32876712328767127
308,2012.833,0.23515981735159822,3079.89,24.9546,121.56627,24.7,0.23515981735159822
309,2013.417,0.3744292237442922,289.3248,24.98203,121.54348,53.0,0.3744292237442922
310,2013.25,0.6917808219178083,1264.73,24.94883,121.52954,19.1,0.6917808219178083
311,2013.583,0.3744292237442922,1643.499,24.95394,121.55174,24.7,0.3744292237442922
312,2013.167,0.48630136986301375,537.7971,24.97425,121.53814,42.2,0.48630136986301375
313,2013.583,0.8082191780821918,318.5292,24.97071,121.54069,78.0,0.8082191780821918
314,2013.333,0.1894977168949772,104.8101,24.96674,121.54067,42.8,0.1894977168949772
315,2013.25,0.08447488584474887,577.9615,24.97201,121.54722,41.6,0.08447488584474887
316,2013.083,0.35616438356164387,1756.411,24.9832,121.51812,27.3,0.35616438356164387
317,2013.25,0.3036529680365297,250.631,24.96606,121.54297,42.0,0.3036529680365297
318,2012.75,0.35616438356164387,752.7669,24.97795,121.53451,37.5,0.35616438356164387
319,2013.333,0.16210045662100456,379.5575,24.98343,121.53762,49.8,0.16210045662100456
320,2013.25,0.7899543378995435,272.6783,24.95562,121.53872,26.9,0.7899543378995435
